fbref_name,whoscored_name,team,season_id,trgm_similarity,jaro_winkler,token_sort,working_confidence,match_hint
Marko Vejinović,Marko Vejinovic,AZ Alkmaar,2017,0.7778,1.0,1.0,1.0,exact_after_normalize
Ondřej Mihálik,Ondrej Mihálik,AZ Alkmaar,2017,0.6667,1.0,1.0,1.0,exact_after_normalize
Levi Garcia,Levi García,AZ Alkmaar,2017,0.6,1.0,1.0,1.0,exact_after_normalize
Luigi Bruins,Luigi Bruins,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Stanley Elbers,Stanley Elbers,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Ögmundur Kristinsson,Ögmundur Kristinsson,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Khalid Karami,Khalid Karami,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jinty Caenepeel,Jinty Caenepeel,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Shane O'Neill,Shane O'Neill,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jurgen Mattheij,Jurgen Mattheij,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Milan Massop,Milan Massop,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jeffry Fortes,Jeffry Fortes,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Ryan Koolwijk,Ryan Koolwijk,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Theo Zwarthoed,Theo Zwarthoed,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Hicham Faik,Hicham Faik,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Anouar Hadouir,Anouar Hadouir,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Ali Messaoud,Ali Messaoud,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jordy de Wijs,Jordy de Wijs,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Lorenzo Burnet,Lorenzo Burnet,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Desevio Payne,Desevio Payne,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Alessandro Damen,Alessandro Damen,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Marouane Afaker,Marouane Afaker,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Kevin Vermeulen,Kevin Vermeulen,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Dogucan Haspolat,Dogucan Haspolat,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Zakaria El Azzouzi,Zakaria El Azzouzi,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Wout Faes,Wout Faes,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mike van Duinen,Mike van Duinen,Excelsior,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Levi Garcia,Levi García,Excelsior,2017,0.6,1.0,1.0,1.0,exact_after_normalize
Bart Nieuwkoop,Bart Nieuwkoop,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Sam Larsson,Sam Larsson,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Nicolai Jørgensen,Nicolai Jørgensen,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Steven Berghuis,Steven Berghuis,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Tonny Vilhena,Tonny Vilhena,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jean-Paul Boëtius,Jean-Paul Boëtius,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Kevin Diks,Kevin Diks,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Cheick Touré,Cheick Touré,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Michiel Kramer,Michiel Kramer,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Renato Tapia,Renato Tapia,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Tyrell Malacia,Tyrell Malacia,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Sofyan Amrabat,Sofyan Amrabat,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jan-Arie van der Heijden,Jan-Arie van der Heijden,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Dylan Vente,Dylan Vente,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jens Toornstra,Jens Toornstra,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Miquel Nelom,Miquel Nelom,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Emil Hansson,Emil Hansson,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Robin van Persie,Robin van Persie,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Justin Bijlow,Justin Bijlow,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Sven van Beek,Sven van Beek,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Karim El Ahmadi,Karim El Ahmadi,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Ridgeciano Haps,Ridgeciano Haps,Feyenoord,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Bodi Brusselers,Bodi Brusselers,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mitchell te Vrede,Mitchell te Vrede,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Karol Niemczycki,Karol Niemczycki,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Pablo Marí,Pablo Marí,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Angeliño,Angeliño,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Manu García,Manu García,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mounir El Allouchi,Mounir El Allouchi,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Fabian Sporkslede,Fabian Sporkslede,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Karol Mets,Karol Mets,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Gianluca Nijholt,Gianluca Nijholt,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Lucas Schoofs,Lucas Schoofs,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Bart Meijers,Bart Meijers,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Arno Verschueren,Arno Verschueren,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Menno Koch,Menno Koch,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Thomas Enevoldsen,Thomas Enevoldsen,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mark Birighitti,Mark Birighitti,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Richelor Sprangers,Richelor Sprangers,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Diego Snepvangers,Diego Snepvangers,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Giovanni Korte,Giovanni Korte,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
James Horsfield,James Horsfield,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Nigel Bertrams,Nigel Bertrams,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Umar Sadiq,Umar Sadiq,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Paolo Fernandes,Paolo Fernandes,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Thomas Agyepong,Thomas Agyepong,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Thierry Ambrose,Thierry Ambrose,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Rai Vloet,Rai Vloet,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Andries Noppert,Andries Noppert,NAC Breda,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Hirving Lozano,Hirving Lozano,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Derrick Luckassen,Derrick Luckassen,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Dante Rigo,Dante Rigo,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Eloy Room,Eloy Room,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Armando Obispo,Armando Obispo,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jeroen Zoet,Jeroen Zoet,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Luuk de Jong,Luuk de Jong,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Adam Maher,Adam Maher,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Joshua Brenet,Joshua Brenet,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Daniel Schwaab,Daniel Schwaab,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Steven Bergwijn,Steven Bergwijn,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Pablo Rosario,Pablo Rosario,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Marco van Ginkel,Marco van Ginkel,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Kenneth Paal,Kenneth Paal,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Sam Lammers,Sam Lammers,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mauro Júnior,Mauro Júnior,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Bart Ramselaar,Bart Ramselaar,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Santiago Arias,Santiago Arias,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Nicolas Isimat-Mirin,Nicolas Isimat-Mirin,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jorrit Hendrix,Jorrit Hendrix,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jordy de Wijs,Jordy de Wijs,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jürgen Locadia,Jürgen Locadia,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Gastón Pereiro,Gastón Pereiro,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Donyell Malen,Donyell Malen,PSV,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Hidde ter Avest,Hidde ter Avest,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Oussama Assaidi,Oussama Assaidi,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Thomas Lam,Thomas Lam,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Cristián Cuevas,Cristián Cuevas,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Michael Liendl,Michael Liendl,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Stefan Thesker,Stefan Thesker,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Peet Bijen,Peet Bijen,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Adam Maher,Adam Maher,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jeroen Van der Lely,Jeroen van der Lely,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jelle van der Heyden,Jelle van der Heyden,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jorn Brondeel,Jorn Brondeel,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jos Hooiveld,Jos Hooiveld,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Fredrik Jensen,Fredrik Jensen,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Danny Holla,Danny Holla,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Adnane Tighadouini,Adnane Tighadouini,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Tom Boere,Tom Boere,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Alexander Laukart,Alexander Laukart,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Michaël Maria,Michaël Maria,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Isaac Buckley-Ricketts,Isaac Buckley-Ricketts,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mounir El Hamdaoui,Mounir El Hamdaoui,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Dylan George,Dylan George,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Richard Jensen,Richard Jensen,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Dejan Trajkovski,Dejan Trajkovski,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Joachim Andersen,Joachim Andersen,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Nikola Gjorgjev,Nikola Gjorgjev,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Luciano Slagveer,Luciano Slagveer,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Marko Kvasina,Marko Kvasina,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Rashaan Fernandes,Rashaan Fernandes,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Ryan Trotman,Ryan Trotman,Twente,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Joel Drommel,Joël Drommel,Twente,2017,0.6667,1.0,1.0,1.0,exact_after_normalize
Haris Vučkić,Haris Vuckic,Twente,2017,0.4444,1.0,1.0,1.0,exact_after_normalize
Remko Pasveer,Remko Pasveer,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mason Mount,Mason Mount,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jeroen Houwen,Jeroen Houwen,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Bryan Linssen,Bryan Linssen,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Luc Castaignos,Luc Castaignos,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mukhtar Ali,Mukhtar Ali,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Arnold Kruiswijk,Arnold Kruiswijk,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Julian Lelieveld,Julian Lelieveld,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Roy Beerens,Roy Beerens,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Thomas Oude Kotte,Thomas Oude Kotte,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mitchell van Bergen,Mitchell van Bergen,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Maikel van der Werff,Maikel van der Werff,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Charlie Colkett,Charlie Colkett,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Lars ten Teije,Lars ten Teije,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Matt Miazga,Matt Miazga,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Thulani Serero,Thulani Serero,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Alexander Büttner,Alexander Büttner,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Lassana Faye,Lassana Faye,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Guram Kashia,Guram Kashia,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Fankaty Dabo,Fankaty Dabo,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Navarone Foor,Navarone Foor,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Thomas Bruns,Thomas Bruns,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Thomas Buitink,Thomas Buitink,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Milot Rashica,Milot Rashica,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jesse Schuurman,Jesse Schuurman,Vitesse,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Tim Matavž,Tim Matavz,Vitesse,2017,0.6923,1.0,1.0,1.0,exact_after_normalize
Jerold Promes,Jerold Promes,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Roel Janssen,Roel Janssen,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Danny Post,Danny Post,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Romeo Castelen,Romeo Castelen,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Lars Unnerstall,Lars Unnerstall,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Lennart Thy,Lennart Thy,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Damian van Bruggen,Damian van Bruggen,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Moreno Rutten,Moreno Rutten,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Evren Korkmaz,Evren Korkmaz,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Leroy Labylle,Leroy Labylle,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Vito van Crooij,Vito van Crooij,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Nils Röseler,Nils Röseler,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Clint Leemans,Clint Leemans,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Johnatan Opoku,Johnatan Opoku,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Torino Hunte,Torino Hunte,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Tristan Dekker,Tristan Dekker,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Etienne Amenyido,Etienne Amenyido,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Kelechi Nwakali,Kelechi Nwakali,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jens Janse,Jens Janse,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Tarik Tissoudali,Tarik Tissoudali,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Ralf Seuntjens,Ralf Seuntjens,VVV-Venlo,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jordy Croux,Jordy Croux,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Damil Dankerlui,Damil Dankerlui,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Eyong Enoh,Eyong Enoh,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Freek Heerkens,Freek Heerkens,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Ben Rienstra,Ben Rienstra,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mattijs Branderhorst,Mattijs Branderhorst,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Fernando Lewis,Fernando Lewis,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jordens Peters,Jordens Peters,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Kostas Tsimikas,Kostas Tsimikas,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Pedro Chirivella,Pedro Chirivella,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Bartholomew Ogbeche,Bartholomew Ogbeche,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Darryl Lachman,Darryl Lachman,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Andreas Calcan,Andreas Calcan,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Ismail Azzaoui,Ismail Azzaoui,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Karim Coulibaly,Karim Coulibaly,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Timon Wellenreuther,Timon Wellenreuther,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Fran Sol,Fran Sol,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Elmo Lieftink,Elmo Lieftink,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Thom Haye,Thom Haye,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Etien Velikonja,Etien Velikonja,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Jop van der Linden,Jop van der Linden,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Kristófer Kristinsson,Kristófer Kristinsson,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Giliano Wijnaldum,Giliano Wijnaldum,Willem II,2017,1.0,1.0,1.0,1.0,exact_after_normalize
Mike Havekotte,Mike Havekotte,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Zhang Yuning,Zhang Yuning,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Dion Malone,Dion Malone,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Tom Beugelsdijk,Tom Beugelsdijk,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
John Goossens,John Goossens,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Indy Groothuizen,Indy Groothuizen,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Sheraldo Becker,Sheraldo Becker,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Elson Hooi,Elson Hooi,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Erik Falkenburg,Erik Falkenburg,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Robert Zwinkels,Robert Zwinkels,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Danny Bakker,Danny Bakker,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Shaquille Pinas,Shaquille Pinas,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Bas Kuipers,Bas Kuipers,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Kyle Ebecilio,Kyle Ebecilio,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Yahya Boussakou,Yahya Boussakou,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Donny Gorter,Donny Gorter,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Thijmen Goppel,Thijmen Goppel,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Melvyn Lorenzen,Melvyn Lorenzen,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Wilfried Kanon,Wilfried Kanon,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Giovanni Troupée,Giovanni Troupée,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Aaron Meijers,Aaron Meijers,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Nick Kuipers,Nick Kuipers,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Abdenasser El Khayati,Abdenasser El Khayati,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Lex Immers,Lex Immers,ADO Den Haag,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Tomáš Necid,Tomás Necid,ADO Den Haag,2018,0.7143,1.0,1.0,1.0,exact_after_normalize
Nicolás Tagliafico,Nicolás Tagliafico,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Dennis Johnsen,Dennis Johnsen,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Perr Schuurs,Perr Schuurs,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Ryan Gravenberch,Ryan Gravenberch,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Kaj Sierhuis,Kaj Sierhuis,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Lisandro Magallán,Lisandro Magallán,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Matthijs de Ligt,Matthijs de Ligt,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Dani de Wit,Dani de Wit,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Kostas Lamprou,Kostas Lamprou,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Daley Sinkgraven,Daley Sinkgraven,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Jurgen Ekkelenkamp,Jurgen Ekkelenkamp,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Zakaria Labyad,Zakaria Labyad,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Frenkie de Jong,Frenkie de Jong,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Carel Eiting,Carel Eiting,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Noussair Mazraoui,Noussair Mazraoui,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Hakim Ziyech,Hakim Ziyech,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Kasper Dolberg,Kasper Dolberg,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Noa Lang,Noa Lang,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
André Onana,André Onana,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Joël Veltman,Joël Veltman,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Rasmus Kristensen,Rasmus Kristensen,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
David Neres,David Neres,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Donny van de Beek,Donny van de Beek,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Lasse Schöne,Lasse Schöne,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Daley Blind,Daley Blind,Ajax,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Dušan Tadić,Dusan Tadic,Ajax,2018,0.4118,1.0,1.0,1.0,exact_after_normalize
Ricardo van Rhijn,Ricardo van Rhijn,AZ Alkmaar,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Calvin Stengs,Calvin Stengs,AZ Alkmaar,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Bjørn Johnsen,Bjørn Johnsen,AZ Alkmaar,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Adam Maher,Adam Maher,AZ Alkmaar,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Guus Til,Guus Til,AZ Alkmaar,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Owen Wijndal,Owen Wijndal,AZ Alkmaar,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Kenzo Goudmijn,Kenzo Goudmijn,AZ Alkmaar,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Mats Seuntjens,Mats Seuntjens,AZ Alkmaar,2018,1.0,1.0,1.0,1.0,exact_after_normalize
Myron Boadu,Myron Boadu,AZ Alkmaar,2018,1.0,1.0,1.0,1.0,exact_after_normalize
