fbref_name,whoscored_name,team,season_id,trgm_similarity,jaro_winkler,token_sort,working_confidence,match_hint,decision,notes
Giovanni Hiwat,Giovanni Gravenbeek,PEC Zwolle,2013,0.36,0.8481,0.6061,0.6061,same_given_name_diff_surname,,
Michael Verrips,Michael Olaitan,Twente,2015,0.3333,0.84,0.6,0.6,same_given_name_diff_surname,No match,Different ages
Killian van Mil,Milan van Ewijk,ADO Den Haag,2019,0.3043,0.7778,0.6,0.6,other,No match,Different ages
Juan Carlos Familia,Juan Familia-Castillo,AZ,2020,0.5556,0.8583,0.6,0.6,same_given_name_diff_surname,,
Juan Carlos Familia,Juan Familia-Castillo,ADO Den Haag,2020,0.5556,0.8583,0.6,0.6,same_given_name_diff_surname,match,Full name
Juan Carlos Familia,Juan Familia-Castillo,RKC Waalwijk,2024,0.5556,0.8583,0.6,0.6,same_given_name_diff_surname,match,Full name
Robin van der Meer,Mickey van der Hart,Go Ahead Eagles,2014,0.3103,0.6827,0.5946,0.5946,other,No match,Different ages
Ben Aissa Ben Amar,Benaissa Benamar,Utrecht,2020,0.5882,0.9449,0.5882,0.5882,other,,
Ben Aissa Ben Amar,Benaissa Benamar,Utrecht,2021,0.5882,0.9449,0.5882,0.5882,other,,
Ben Aissa Ben Amar,Benaissa Benamar,Volendam,2022,0.5882,0.9449,0.5882,0.5882,other,,
Ben Aissa Ben Amar,Benaissa Benamar,Volendam,2023,0.5882,0.9449,0.5882,0.5882,other,,
Kayky Chagas,Kayky,Sparta,2024,0.4615,0.8833,0.5882,0.5882,substring_match,,
Jop van den Avert,Jan-Arie van der Heijden,Willem II,2020,0.3125,0.6662,0.5854,0.5854,other,No match,Different ages
Thomas Lam,Thomas Buitink,PEC Zwolle,2020,0.3684,0.84,0.5833,0.5833,same_given_name_diff_surname,,
Thomas Buitink,Thomas Lam,PEC Zwolle,2020,0.3684,0.84,0.5833,0.5833,same_given_name_diff_surname,,
Delano van Crooy,Vito van Crooij,VVV Venlo,2017,0.3333,0.6972,0.5806,0.5806,other,,
Thomas van den Belt,Thomas Bruns,PEC Zwolle,2019,0.32,0.8225,0.5806,0.5806,same_given_name_diff_surname,,
Delano van Crooy,Vito van Crooij,VVV Venlo,2020,0.3333,0.6972,0.5806,0.5806,other,,
Delano van Crooy,Vito van Crooij,Sparta,2022,0.3333,0.6972,0.5806,0.5806,other,,
Delano van Crooy,Vito van Crooij,Sparta,2023,0.3333,0.6972,0.5806,0.5806,other,,
Joey van den Berg,Branco van den Boomen,Heerenveen,2015,0.3103,0.648,0.5789,0.5789,other,,
Branco van den Boomen,Joey van den Berg,Heerenveen,2015,0.3103,0.648,0.5789,0.5789,other,,
Jop van den Avert,Victor van den Bogert,Willem II,2020,0.3448,0.711,0.5789,0.5789,other,No match,Different ages
Sander van Looy,Sander Thomas,PEC Zwolle,2015,0.3043,0.8362,0.5714,0.5714,same_given_name_diff_surname,,
Victor van den Bogert,Branco van den Boomen,Willem II,2016,0.3226,0.6984,0.5714,0.5714,other,No match,Different ages
Sem van Duijn,Billy van Duijl,AZ,2025,0.3636,0.7641,0.5714,0.5714,other,,
Ryan Thomas,Thomas Buitink,PEC Zwolle,2024,0.35,0.5693,0.64,0.5693,other,,
Thomas Buitink,Ryan Thomas,PEC Zwolle,2024,0.35,0.5693,0.64,0.5693,other,,
Ryan Thomas,Thomas Buitink,PEC Zwolle,2025,0.35,0.5693,0.64,0.5693,other,,
Thomas Buitink,Ryan Thomas,PEC Zwolle,2025,0.35,0.5693,0.64,0.5693,other,,
Maarten de Fockert,Marten de Roon,Heerenveen,2014,0.36,0.8508,0.5625,0.5625,other,,
Mohammed Ihattaren,Mohammed Kudus,Ajax,2021,0.36,0.8286,0.5625,0.5625,same_given_name_diff_surname,No match,Different ages
Leonel Miguel,Migue Leal,Groningen,2020,0.4118,0.5615,0.7826,0.5615,other,,
Thomas Kok,Thomas Meissner,Willem II,2017,0.35,0.8333,0.56,0.56,same_given_name_diff_surname,No match,Different ages
Connor van den Berg,Victor van den Bogert,Willem II,2020,0.3226,0.743,0.55,0.55,other,No match,Different ages
Martijn van der Laan,Martijn Barto,Cambuur,2013,0.32,0.8538,0.5455,0.5455,same_given_name_diff_surname,No match,Different ages
Martijn Barto,Martijn van der Laan,Cambuur,2013,0.32,0.8538,0.5455,0.5455,same_given_name_diff_surname,No match,Different ages
Aron Jóhannsson,Jóhann Gudmundsson,AZ,2013,0.36,0.7389,0.5455,0.5455,other,,
Martijn Barto,Martijn van der Laan,Cambuur,2015,0.32,0.8538,0.5455,0.5455,same_given_name_diff_surname,No match,Different ages
Martijn van der Laan,Martijn Barto,Cambuur,2015,0.32,0.8538,0.5455,0.5455,same_given_name_diff_surname,No match,Different ages
Leroy George,George Cox,Fortuna Sittard,2020,0.4118,0.6659,0.5455,0.5455,other,No match,Different ages
George Cox,Leroy George,Fortuna Sittard,2020,0.4118,0.6659,0.5455,0.5455,other,No match,Different ages
Youri Baas,Youri Regeer,Ajax,2021,0.3333,0.82,0.5455,0.5455,same_given_name_diff_surname,No match,Different birthdays
Youri Regeer,Youri Baas,Ajax,2022,0.3333,0.82,0.5455,0.5455,same_given_name_diff_surname,No match,Different birthdays
Youri Baas,Youri Regeer,Ajax,2022,0.3333,0.82,0.5455,0.5455,same_given_name_diff_surname,No match,Different birthdays
Youri Baas,Youri Regeer,Ajax,2024,0.3333,0.82,0.5455,0.5455,same_given_name_diff_surname,No match,Different birthdays
Youri Regeer,Youri Baas,Ajax,2024,0.3333,0.82,0.5455,0.5455,same_given_name_diff_surname,No match,Different birthdays
Dylan Vente,Dylan Mbayo,PEC Zwolle,2024,0.3333,0.697,0.5455,0.5455,same_given_name_diff_surname,,
Dylan Mbayo,Dylan Vente,PEC Zwolle,2024,0.3333,0.697,0.5455,0.5455,same_given_name_diff_surname,,
Youri Baas,Youri Regeer,Ajax,2025,0.3333,0.82,0.5455,0.5455,same_given_name_diff_surname,No match,Different birthdays
Youri Regeer,Youri Baas,Ajax,2025,0.3333,0.82,0.5455,0.5455,same_given_name_diff_surname,No match,Different birthdays
Nicolas Elsek,Nicolas Olsak,RKC Waalwijk,2020,0.4,0.9385,0.5385,0.5385,same_given_name_diff_surname,match,Same birthday
Jan-Arie van der Heijden,Jop van der Avert,Willem II,2020,0.3125,0.6406,0.5366,0.5366,other,No match,Different ages
Michael de Leeuw,Michael Chacón,Emmen,2018,0.3478,0.6905,0.5333,0.5333,same_given_name_diff_surname,,
Michael Chacon,Michael de Leeuw,Emmen,2018,0.3478,0.6905,0.5333,0.5333,same_given_name_diff_surname,,
Michael de Leeuw,Michael Chacón,Emmen,2019,0.3478,0.6905,0.5333,0.5333,same_given_name_diff_surname,,
Michael Chacon,Michael de Leeuw,Emmen,2019,0.3478,0.6905,0.5333,0.5333,same_given_name_diff_surname,,
Michael de Leeuw,Michael Chacón,Emmen,2020,0.3478,0.6905,0.5333,0.5333,same_given_name_diff_surname,,
Michael Chacon,Michael de Leeuw,Emmen,2020,0.3478,0.6905,0.5333,0.5333,same_given_name_diff_surname,,
Benson Manuel,Manuel Benson,PEC Zwolle,2020,1.0,0.5299,1.0,0.5299,same_tokens_reordered,,
Jóhann Berg Guðmundsson,Aron Jóhannsson,AZ,2013,0.3,0.7081,0.5263,0.5263,other,,
Daan Blij,Daan Bovenberg,Excelsior,2014,0.3158,0.6984,0.5217,0.5217,same_given_name_diff_surname,No match,Different ages
Dylan Ruward,Dylan Vente,PEC Zwolle,2024,0.3158,0.6818,0.5217,0.5217,same_given_name_diff_surname,,
Siem de Jong,Frenkie de Jong,Ajax,2017,0.381,0.7667,0.5185,0.5185,same_surname_diff_given_name,No match,Different ages
Frenkie de Jong,Siem de Jong,Ajax,2017,0.381,0.7667,0.5185,0.5185,same_surname_diff_given_name,No match,Different ages
Michael Fabrie,Michael Pinto,Sparta,2019,0.381,0.867,0.5185,0.5185,same_given_name_diff_surname,,
Michael Fabrie,Michael Pinto,Sparta,2020,0.381,0.867,0.5185,0.5185,same_given_name_diff_surname,,
Lennart Thy,Lennart Czyborra,PEC Zwolle,2023,0.381,0.8761,0.5185,0.5185,same_given_name_diff_surname,,
Thomas Lam,Ryan Thomas,PEC Zwolle,2014,0.4375,0.5045,0.7619,0.5045,other,,
Ryan Thomas,Thomas Lam,PEC Zwolle,2014,0.4375,0.5045,0.7619,0.5045,other,,
Ryan Thomas,Thomas Lam,PEC Zwolle,2015,0.4375,0.5045,0.7619,0.5045,other,,
Thomas Lam,Ryan Thomas,PEC Zwolle,2015,0.4375,0.5045,0.7619,0.5045,other,,
Thomas Lam,Ryan Thomas,PEC Zwolle,2023,0.4375,0.5045,0.7619,0.5045,other,,
Ryan Thomas,Thomas Lam,PEC Zwolle,2023,0.4375,0.5045,0.7619,0.5045,other,,
Abdurrahman Burak Sayın,Burak Sayin,Fortuna Sittard,2024,0.3333,0.504,0.5882,0.504,other,match,Full name
Kevin Vermeulen,Kevin van Diermen,Excelsior,2014,0.4167,0.8678,0.5,0.5,same_given_name_diff_surname,No match,Different ages
Kevin van Diermen,Kevin Vermeulen,Excelsior,2014,0.4167,0.8678,0.5,0.5,same_given_name_diff_surname,No match,Different ages
Kevin van Diermen,Kevin Vermeulen,Excelsior,2015,0.4167,0.8678,0.5,0.5,same_given_name_diff_surname,No match,Different ages
Kevin Vermeulen,Kevin van Diermen,Excelsior,2015,0.4167,0.8678,0.5,0.5,same_given_name_diff_surname,No match,Different ages
Thanasis Papazoglou,Athanasios Papazoglou,Roda JC,2016,0.6154,0.8279,0.5,0.5,same_surname_diff_given_name,,
Tom van de Looi,Tom van Weert,Groningen,2017,0.3636,0.8585,0.5,0.5,same_given_name_diff_surname,,
Tom van Weert,Tom van de Looi,Groningen,2017,0.3636,0.8585,0.5,0.5,same_given_name_diff_surname,,
Tom van de Looi,Tom van Weert,Groningen,2018,0.3636,0.8585,0.5,0.5,same_given_name_diff_surname,,
Tom van Weert,Tom van de Looi,Groningen,2018,0.3636,0.8585,0.5,0.5,same_given_name_diff_surname,,
Deroy Duarte,Laros Duarte,Sparta,2019,0.3889,0.8333,0.5,0.5,same_surname_diff_given_name,,
Laros Duarte,Deroy Duarte,Sparta,2019,0.3889,0.8333,0.5,0.5,same_surname_diff_given_name,,
Mohamed Amissi,Mohammed Osman,Heracles Almelo,2019,0.3043,0.8597,0.5,0.5,other,,
Deroy Duarte,Laros Duarte,Sparta,2020,0.3889,0.8333,0.5,0.5,same_surname_diff_given_name,,
Laros Duarte,Deroy Duarte,Sparta,2020,0.3889,0.8333,0.5,0.5,same_surname_diff_given_name,,
Lentini Caciano,Luciano Carty,Emmen,2020,0.3043,0.6329,0.5,0.5,other,,
Luciano Carty,Lentini Caciano,Emmen,2020,0.3043,0.6329,0.5,0.5,other,,
Maxim Gullit,Maxim Dekker,AZ,2021,0.3,0.6667,0.5,0.5,same_given_name_diff_surname,,
Amar Ahmed,Amar Fatah,Willem II,2024,0.3125,0.88,0.5,0.5,same_given_name_diff_surname,match,Different parts of name
Jordan Lotomba,Jordan Bos,Feyenoord,2025,0.3684,0.8863,0.5,0.5,same_given_name_diff_surname,No match,Different ages
